FECHA;INDICATIVO;TEMP_MIN
01-02-2022;1495;2.3(19)
01-03-2022;1495;0.8(07)
01-04-2022;1495;0
01-05-2022;1495;8.3(03)
01-06-2022;1495;0
01-07-2022;1495;11.3(01)
01-08-2022;1495;0
01-09-2022;1495;8.8(30)
01-10-2022;1495;9.2(31)
01-11-2022;1495;5.4(05)
01-12-2022;1495;0.8(04)
01-01-2022;2867;-7.8(23)
01-02-2022;2867;-7.8(06)
01-03-2022;2867;-2.3(06)
01-04-2022;2867;-5.0(02)
01-05-2022;2867;4.2(07)
01-06-2022;2867;5.2(26)
01-07-2022;2867;6.6(01)
01-08-2022;2867;8.7(20)
01-09-2022;2867;1.9(30)
01-10-2022;2867;3.3(01)
01-11-2022;2867;-3.4(30)
01-12-2022;2867;-5.0(02)
01-01-2022;2870;-4.5(23)
01-02-2022;2870;-3.5(06)
01-03-2022;2870;-0.4(06)
01-04-2022;2870;-2.1(04)
01-05-2022;2870;6.8(07)
01-06-2022;2870;9.2(26)
01-07-2022;2870;10.7(01)
01-08-2022;2870;11.7(18)
01-09-2022;2870;5.8(30)
01-10-2022;2870;7.1(01)
01-11-2022;2870;-0.2(30)
01-12-2022;2870;-2.5(03)
01-01-2022;C929I;15.3(22)
01-02-2022;C929I;14.7(23)
01-03-2022;C929I;14.6(14)
01-04-2022;C929I;16.2(03)
01-05-2022;C929I;17.9(10)
01-06-2022;C929I;19.0(01)
01-07-2022;C929I;19.5(02)
01-08-2022;C929I;21.1(01)
01-09-2022;C929I;21.1(24)
01-10-2022;C929I;19.3(27)
01-11-2022;C929I;19.7(12)
01-12-2022;C929I;14.0(26)
01-01-2022;C430E;-4.4(29)
01-02-2022;C430E;-3.8(21)
01-03-2022;C430E;-5.1(16)
01-04-2022;C430E;-5.9(05)
01-05-2022;C430E;4.3(04)
01-06-2022;C430E;6.0(02)
01-07-2022;C430E;8.0(01)
01-08-2022;C430E;9.1(28)
01-09-2022;C430E;3.8(30)
01-10-2022;C430E;3.4(13)
01-11-2022;C430E;1.6(19)
01-12-2022;C430E;-1.5(26)
01-01-2022;C139E;13.8(28)
01-02-2022;C139E;13.9(21)
01-03-2022;C139E;13.7(15)
01-04-2022;C139E;14.2(04)
01-05-2022;C139E;17.2(03)
01-06-2022;C139E;17.9(15)
01-07-2022;C139E;19.0(02)
01-08-2022;C139E;19.4(29)
01-09-2022;C139E;19.7(26)
01-10-2022;C139E;18.8(20)
01-11-2022;C139E;17.9(20)
01-12-2022;C139E;13.5(26)
01-01-2022;C449C;14.2(27)
01-02-2022;C449C;13.9(22)
01-03-2022;C449C;13.3(14)
01-04-2022;C449C;14.5(09)
01-05-2022;C449C;16.8(06)
01-06-2022;C449C;18.7(07)
01-07-2022;C449C;19.2(01)
01-08-2022;C449C;20.7(29)
01-09-2022;C449C;20.2(26)
01-10-2022;C449C;19.3(21)
01-11-2022;C449C;17.9(27)
01-12-2022;C449C;13.7(26)
01-01-2022;C447A;8.2(13)
01-02-2022;C447A;4.6(23)
01-03-2022;C447A;7.3(14)
01-04-2022;C447A;0
01-05-2022;C447A;10.6(06)
01-06-2022;C447A;10.7(02)
01-07-2022;C447A;14.0(01)
01-08-2022;C447A;14.8(29)
01-09-2022;C447A;15.8(30)
01-10-2022;C447A;13.7(20)
01-11-2022;C447A;12.0(27)
01-12-2022;C447A;9.6(25)
01-01-2022;C429I;12.5(31)
01-02-2022;C429I;10.8(23)
01-03-2022;C429I;12.5(08)
01-04-2022;C429I;12.9(05)
01-05-2022;C429I;16.0(05)
01-06-2022;C429I;17.2(02)
01-07-2022;C429I;17.1(08)
01-08-2022;C429I;20.0(07)
01-09-2022;C429I;20.1(20)
01-10-2022;C429I;17.4(21)
01-11-2022;C429I;15.9(17)
01-12-2022;C429I;13.2(25)
01-01-2022;2465;-4.3(22)
01-02-2022;2465;-2.5(06)
01-03-2022;2465;-2.0(06)
01-04-2022;2465;-5.6(04)
01-05-2022;2465;4.1(26)
01-06-2022;2465;7.5(27)
01-07-2022;2465;10.6(01)
01-08-2022;2465;9.2(18)
01-09-2022;2465;4.1(26)
01-10-2022;2465;7.8(01)
01-11-2022;2465;0.6(26)
01-12-2022;2465;-1.7(03)
01-01-2022;5796;0.0(09)
01-02-2022;5796;1.4(15)
01-03-2022;5796;2.8(06)
01-04-2022;5796;6.2(21)
01-05-2022;5796;11.1(25)
01-06-2022;5796;13.5(28)
01-07-2022;5796;14.7(06)
01-08-2022;5796;16.1(17)
01-09-2022;5796;13.0(30)
01-10-2022;5796;11.2(01)
01-11-2022;5796;2.1(30)
01-12-2022;5796;3.1(31)
01-01-2022;5783;1.1(09)
01-02-2022;5783;3.1(15)
01-03-2022;5783;4.3(06)
01-04-2022;5783;6.7(07)
01-05-2022;5783;10.6(02)
01-06-2022;5783;14.3(04)
01-07-2022;5783;15.5(01)
01-08-2022;5783;17.7(18)
01-09-2022;5783;13.1(29)
01-10-2022;5783;12.4(01)
01-11-2022;5783;3.1(30)
01-12-2022;5783;0
01-01-2022;2030;-9.1(22)
01-02-2022;2030;-6.8(06)
01-03-2022;2030;-3.9(05)
01-04-2022;2030;-4.5(04)
01-05-2022;2030;3.5(09)
01-06-2022;2030;5.6(28)
01-07-2022;2030;6.1(01)
01-08-2022;2030;9.3(19)
01-09-2022;2030;4.1(26)
01-10-2022;2030;3.2(01)
01-11-2022;2030;-2.1(27)
01-12-2022;2030;-3.0(04)
01-01-2022;0016A;-3.4(16)
01-02-2022;0016A;0.4(07)
01-03-2022;0016A;2.5(09)
01-04-2022;0016A;-2.5(03)
01-05-2022;0016A;9.9(04)
01-06-2022;0016A;15.9(28)
01-07-2022;0016A;17.4(02)
01-08-2022;0016A;17.9(31)
01-09-2022;0016A;12.5(28)
01-10-2022;0016A;9.1(01)
01-11-2022;0016A;2.4(27)
01-12-2022;0016A;0.6(03)
01-01-2022;9981A;-0.2(16)
01-02-2022;9981A;3.1(10)
01-03-2022;9981A;3.5(09)
01-04-2022;9981A;3.4(05)
01-05-2022;9981A;10.8(04)
01-06-2022;9981A;16.6(28)
01-07-2022;9981A;19.0(06)
01-08-2022;9981A;17.5(20)
01-09-2022;9981A;15.4(26)
01-10-2022;9981A;12.7(02)
01-11-2022;9981A;4.1(27)
01-12-2022;9981A;3.6(03)
01-01-2022;9381I;-8.9(28)
01-02-2022;9381I;-7.6(06)
01-03-2022;9381I;-3.4(01)
01-04-2022;9381I;-6.2(03)
01-05-2022;9381I;2.4(07)
01-06-2022;9381I;7.4(28)
01-07-2022;9381I;10.2(01)
01-08-2022;9381I;9.0(19)
01-09-2022;9381I;3.5(27)
01-10-2022;9381I;2.9(01)
01-11-2022;9381I;-1.6(06)
01-12-2022;9381I;-3.2(03)
01-01-2022;8368U;-9.1(14)
01-02-2022;8368U;-6.3(20)
01-03-2022;8368U;-3.0(01)
01-04-2022;8368U;-4.1(02)
01-05-2022;8368U;3.4(06)
01-06-2022;8368U;7.9(28)
01-07-2022;8368U;11.8(08)
01-08-2022;8368U;10.0(19)
01-09-2022;8368U;4.7(27)
01-10-2022;8368U;3.1(01)
01-11-2022;8368U;-1.9(27)
01-12-2022;8368U;-2.8(28)
01-01-2022;3260B;0
01-02-2022;3260B;-0.7(07)
01-03-2022;3260B;0.9(06)
01-04-2022;3260B;-0.6(03)
01-05-2022;3260B;7.7(25)
01-06-2022;3260B;12.9(24)
01-07-2022;3260B;15.1(01)
01-08-2022;3260B;15.0(18)
01-09-2022;3260B;8.4(30)
01-10-2022;3260B;7.2(01)
01-11-2022;3260B;0.9(30)
01-12-2022;3260B;-0.2(03)
01-01-2022;8416;2.9(18)
01-02-2022;8416;6.4(07)
01-03-2022;8416;6.3(09)
01-04-2022;8416;4.4(03)
01-05-2022;8416;12.1(06)
01-06-2022;8416;18.5(28)
01-07-2022;8416;20.0(02)
01-08-2022;8416;19.6(18)
01-09-2022;8416;16.1(27)
01-10-2022;8416;14.8(01)
01-11-2022;8416;7.6(28)
01-12-2022;8416;7.6(03)
01-01-2022;8414A;-2.0(18)
01-02-2022;8414A;2.8(08)
01-03-2022;8414A;4.0(01)
01-04-2022;8414A;0.6(03)
01-05-2022;8414A;10.2(06)
01-06-2022;8414A;16.9(06)
01-07-2022;8414A;19.6(02)
01-08-2022;8414A;18.2(18)
01-09-2022;8414A;13.4(27)
01-10-2022;8414A;12.6(01)
01-11-2022;8414A;4.1(27)
01-12-2022;8414A;4.6(20)
01-01-2022;2422;-5.3(15)
01-02-2022;2422;-3.0(06)
01-03-2022;2422;-1.1(06)
01-04-2022;2422;-3.0(03)
01-05-2022;2422;5.1(25)
01-06-2022;2422;8.4(26)
01-07-2022;2422;9.4(01)
01-08-2022;2422;11.0(18)
01-09-2022;2422;4.9(30)
01-10-2022;2422;6.7(01)
01-11-2022;2422;0.3(27)
01-12-2022;2422;-3.4(04)
01-01-2022;2539;-6.2(15)
01-02-2022;2539;-6.4(06)
01-03-2022;2539;-2.5(06)
01-04-2022;2539;-5.3(03)
01-05-2022;2539;2.0(25)
01-06-2022;2539;4.8(26)
01-07-2022;2539;7.1(01)
01-08-2022;2539;8.0(18)
01-09-2022;2539;3.1(25)
01-10-2022;2539;4.2(01)
01-11-2022;2539;-1.2(26)
01-12-2022;2539;-4.6(03)
01-01-2022;2614;-5.2(23)
01-02-2022;2614;-4.3(06)
01-03-2022;2614;-0.7(05)
01-04-2022;2614;-3.8(04)
01-05-2022;2614;5.2(04)
01-06-2022;2614;8.8(26)
01-07-2022;2614;9.8(01)
01-08-2022;2614;11.5(18)
01-09-2022;2614;5.3(30)
01-10-2022;2614;7.5(01)
01-11-2022;2614;0.2(26)
01-12-2022;2614;-3.5(04)
01-01-2022;9390;-8.1(16)
01-02-2022;9390;-6.8(06)
01-03-2022;9390;-2.6(01)
01-04-2022;9390;-5.7(04)
01-05-2022;9390;3.8(07)
01-06-2022;9390;8.3(28)
01-07-2022;9390;8.4(01)
01-08-2022;9390;10.9(18)
01-09-2022;9390;4.8(27)
01-10-2022;9390;3.3(01)
01-11-2022;9390;-1.5(27)
01-12-2022;9390;-2.9(03)
01-01-2022;9434;-3.2(23)
01-02-2022;9434;0.3(10)
01-03-2022;9434;3.0(09)
01-04-2022;9434;0.5(04)
01-05-2022;9434;11.3(03)
01-06-2022;9434;14.4(28)
01-07-2022;9434;13.8(01)
01-08-2022;9434;17.6(19)
01-09-2022;9434;11.3(26)
01-10-2022;9434;10.5(01)
01-11-2022;9434;2.8(27)
01-12-2022;9434;1.5(03)
